name,price,image,Description for the website,Sales Description,Is published,Extra Product Media/Name,Extra Product Media/Image,Product Attributes/Attribute,Product Attributes/values 
,,,,,,,,Largeur,399mm
,,,,,,,,Epaisseur,43.5mm
,,,,,,,,Poids,3.8kg
,,,,,,,,Gamme,LDLC Bellone
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),7.4
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Capacité de la batterie,97Wh
,,,,,,,,Nombre de cellules,8
,,,,,,,,Batterie amovible,Oui
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Bellone XXT8+-64-TM10P,53049.58,https://media.ldlc.com/r374/ld/products/00/05/70/99/LD0005709939_1_0005724497_0005724745_0005724882.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Performances ultimes, confort optimal !</h2>
<section>
<p>Atteignez des sommets de performance et gagnez en plaisir de jeu avec le <strong>PC portable Gamer LDLC Bellone XXT8+</strong> ! En plus de ses composants ultra-performants, il est équipé d'un écran de 17.3"" 240 Hz, d'un clavier rétroéclairé et d'un système audio 2.1.<br/>
<br/>
Le PC portable LDLC Bellone XXT8+-32-M5M10P offre de hautes performances et un fonctionnement rapide grâce à son <strong>processeur Intel Core i9-10900K</strong>, ses 64 Go de mémoire DDR4, ses <strong>trois SSD M.2 PCIe de 960 Go</strong> et sa <strong>puce graphique NVIDIA GeForce RTX 2080 SUPER</strong>.<br/>
 </p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_xxt/801b.jpg""/></span></div>
<div class=""desc-text"">
<h2>Plateforme Intel Comet Lake ""Desktop""</h2>
<p>Profitez de hautes performances avec le processeur pour ""Desktop"" Intel Core i9-10900K, avec ses 10 cores physiques et ses 20 threads. Avec lui, effectuez vos tâches informatiques plus rapidement, gagnez en fluidité de jeu, éditez des photos et des vidéos facilement, déplacez-vous rapidement entre les programmes et les fenêtres et exécutez plusieurs tâches en toute simplicité !</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>NVIDIA GeForce RTX 2080 SUPER</h2>
<p>Accélérée par l'architecture NVIDIA Turing, la puce graphique NVIDIA GeForce RTX 2080 SUPER offre aux joueurs de hautes performances graphiques dans les meilleurs jeux du moment, notamment grâce à la puissance phénoménale du ray tracing en temps réel et de l'intelligence artificielle. Accéléré par les cœurs Tensor, des processeurs d'IA dédiés qui équipent les GPU GeForce RTX, le DLSS 2.0 s’appuie sur un nouveau réseau optimisé de neurones profonds qui permet d’accélérer les fréquences d'images tout en générant des visuels époustouflants d'une netteté incomparable.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/ordinateur_pc_ldlc/zerator/nvidia_rtx_001.jpg""/></span></div>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_xxt/803.jpg""/></span></div>
<div class=""desc-text"">
<h2>Confort de jeu optimal !</h2>
<p>Ce PC portable Gamer LDLC Bellone est conçu pour maximiser votre confort de jeu. Son grand écran Full HD avec fréquence de 240 Hz vous offre une image à la fois fluide et précise. Son clavier Gamer avec rétroéclairage RGB et technologie anti-ghosting vous aidera à jouer sans contraintes. De plus, avec un système audio 2.1 (2x 3 W + subwoofer 5W) vous fera gagner en immersion grâce à sa restitution sonore précise et puissante. L'idéal pour profiter d'un divertissement numérique mobile de grande qualité !</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>Connectique à la hauteur de vos ambitions</h2>
<p>Connectez vos périphériques de jeu et étendez l'affichage sur plusieurs écrans externes grâce à ce PC portable LDLC Bellone surpuissant ! Avec notamment 3 ports USB 3.1, 1 port USB-C 3.1 supportant le signal DisplayPort 1.4, un connecteur Thunderbolt 3, 2 ports mini DisplayPort et 1 port HDMI, le Bellone vous offre la connectique dont vous avez besoin pour jouer dans de parfaites conditions. De plus, pour un support pour les 2 adaptateurs secteur est fourni pour vous aider dans la gestion des câbles.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_xxt/804.jpg""/></span></div>
</section>
<section class=""list"">
<h2>Caractéristiques principales :</h2>
<ul>
<li>Design Gamer affirmé avec cadre d'écran mince</li>
<li><strong>Puissant Intel Core i9-10900K</strong> (10-Core 3.7 GHz / 5.3 GHz Turbo - 20 Threads - Cache 20 Mo)</li>
<li>64 Go de mémoire vive DDR4 (2x 32 Go - 4 slots - maximum 128 Go au total - fréquence max. 2933 MHz)</li>
<li><strong>Ecran mat de 17.3""</strong> avec résolution <strong>Full HD</strong> (1920 x 1080 pixels) et <strong>fréquence 240 Hz</strong></li>
<li>Dalle Wide View avec angles de vision larges</li>
<li>Puce graphique <strong>NVIDIA GeForce RTX 2080 SUPER</strong> avec 8 Go de mémoire dédiée GDDR6</li>
<li><strong>Trois SSD M.2 PCIe de 960 Go</strong></li>
<li>Communication sans fil Wi-Fi AX (Wireless AX201) + Bluetooth 5.0</li>
<li><strong>Clavier rétroéclairé RGB</strong> avec technologie anti-Ghosting N-Key Rollover</li>
<li>Système audio 2.1 avec technologie Sound Blaster Atlas</li>
<li>Webcam HD 1 Mégapixel</li>
<li>Lecteur de cartes mémoire intégré</li>
<li>Adaptateur secteur 2x 280 Watts avec support fourni</li>
<li><em>Sacoche de transport et antivol à code LDLC fournis</em></li>
<li><strong>Windows 10 Professionnel 64 bits</strong></li>
</ul>
</section>
</div>
</div>
<div class=""info-warning"" id=""technical-alert"">
<span class=""icon icon-info""></span>
<span class=""text"">
<strong>Informations fournies par notre service technique</strong>
                    Chaque machine est assemblée et testée par nos soins après enregistrement de la commande. Cette opération nécessite un délai supplémentaire précisé en haut de la fiche produit, sous la disponibilité, qui s'ajoute au délai d'expédition.
               </span>
</div>
</div>
</div>","Atteignez des sommets de performance et gagnez en plaisir de jeu avec le PC portable Gamer LDLC Bellone XXT8+ ! En plus de ses composants ultra-performants, il est équipé d'un écran de 17.3"" 240 Hz, d'un clavier rétroéclairé et d'un système audio 2.1.",True,LD0005709943_1_0005724501_0005724749_0005724886,https://media.ldlc.com/r1600/ld/products/00/05/70/99/LD0005709943_1_0005724501_0005724749_0005724886.jpg,Désignation,LDLC Bellone XXT8+-64-TM10P
,,,,,,LD0005709943_1_0005724501_0005724749_0005724886,https://media.ldlc.com/r1600/ld/products/00/05/70/99/LD0005709943_1_0005724501_0005724749_0005724886.jpg,Marque,LDLC
,,,,,,LD0005709942_1_0005724500_0005724748_0005724885,https://media.ldlc.com/r1600/ld/products/00/05/70/99/LD0005709942_1_0005724500_0005724748_0005724885.jpg,Modèle,XXT8+-64-TM10P
,,,,,,LD0005709941_1_0005724499_0005724747_0005724884,https://media.ldlc.com/r1600/ld/products/00/05/70/99/LD0005709941_1_0005724499_0005724747_0005724884.jpg,Système d'exploitation,Windows 10 Professionnel 64 bits
,,,,,,LD0005709940_1_0005724498_0005724746_0005724883,https://media.ldlc.com/r1600/ld/products/00/05/70/99/LD0005709940_1_0005724498_0005724746_0005724883.jpg,Famille OS,Microsoft Windows 10
,,,,,,,,Langue de l'OS,Français
,,,,,,,,Système d'exploitation fourni,Oui
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Core i9
,,,,,,,,Plateforme (Proc.),Intel Comet Lake
,,,,,,,,Type de processeur,Intel Core i9-10900K (10-Core 3.7 GHz / 5.3 GHz Turbo - 20 Threads - Cache 20 Mo)
,,,,,,,,Fréquence CPU,3.7GHz
,,,,,,,,Nombre de core,10
,,,,,,,,Chipset,Intel Z490 Express
,,,,,,,,Taille de la mémoire,64Go
,,,,,,,,Nombre de barrettes,2
,,,,,,,,Nombre de slots mémoire disponibles,2
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,Fréquence(s) Mémoire,DDR4 3200 MHz
,,,,,,,,Taille de mémoire Max,128Go
,,,,,,,,Chipset graphique,NVIDIA GeForce RTX 2080 SUPER
,,,,,,,,Taille mémoire vidéo,8Go
,,,,,,,,Type mémoire vidéo,GDDR6
,,,,,,,,Max-Q (Design GPU),Non
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type de Dalle,Dalle TN
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,17.3pouces
,,,,,,,,Résolution Max,1920 x 1080 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Oui
,,,,,,,,VR Ready (réalité virtuelle),Oui
,,,,,,,,Taux de rafraîchissement,240 Hz
,,,,,,,,Configuration disque(s),SSD 960 Go + SSD 960 Go + SSD 960 Go
,,,,,,,,Disque dur,SSD 960 Go
,,,,,,,,Disque secondaire,SSD 960 Go
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Interface du disque dur,M.2 - PCI-E
,,,,,,,,Nombre de disques,3
,,,,,,,,Lecteur Optique,Aucun
,,,,,,,,Lecteur de cartes,SD (Secure Digital)
,,,,,,,,Lecteur de cartes,Multimedia Card
,,,,,,,,Lecteur de cartes,mini SD
,,,,,,,,Lecteur de cartes,RS MultiMedia Card
,,,,,,,,Lecteur de cartes,SDHC
,,,,,,,,Lecteur de cartes,SDXC
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi 6 AX
,,,,,,,,Technologie Bluetooth,Bluetooth 5.0
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,2 H.P + caisson de basses
,,,,,,,,Type d'activités,Gamer
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Oui
,,,,,,,,Clavier RGB,Oui
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Non
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),Port pour clef Kensington
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),S/PDIF (Jack 3.5mm)
,,,,,,,,Connecteur(s) disponible(s),RJ45
,,,,,,,,Connecteur(s) disponible(s),USB 3.1
,,,,,,,,Connecteur(s) disponible(s),USB 3.1 Type C
,,,,,,,,Connecteur(s) disponible(s),DisplayPort USB Type C
,,,,,,,,Connecteur(s) disponible(s),Mini DisplayPort
,,,,,,,,Connecteur(s) disponible(s),Thunderbolt 3/USB-C
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,319mm
,,,,,,,,Largeur,399mm
,,,,,,,,Epaisseur,43.5mm
,,,,,,,,Poids,3.8kg
,,,,,,,,Gamme,LDLC Bellone
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),7.4
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Capacité de la batterie,97Wh
,,,,,,,,Nombre de cellules,8
,,,,,,,,Batterie amovible,Oui
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Saturne QD4-32-H20S10P,31829.47,https://media.ldlc.com/r374/ld/products/00/05/27/83/LD0005278350_2_0005278379.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<h2>Une station de travail performante avec écran Ultra HD</h2>
<div style=""text-align: justify;""><br/>
Gagnez en productivité et en confort de travail avec le PC portable<strong> LDLC Saturne QD4</strong> ! Equipé d'un <strong>écran Ultra HD</strong> et d'une puce graphique professionnelle NVIDIA Quadro P4200 (format Max-Q), il offre d'excellents résultats pour les applications graphiques professionnelles.<br/>
<br/>
Le PC portable LDLC Saturne QD4-32-H20S10P offre d'excellentes performances et un fonctionnement rapide grâce à son puissant processeur <strong>Intel Core i7-8750H</strong>, ses 32 Go de mémoire DDR4, sa puce graphique<strong> NVIDIA Quadro P4200 (Max-Q) </strong>et son <strong>SSD M.2 SATA de 1 To</strong>. Son disque dur de 2 To offre aussi une capacité de stockage confortable.<br/>
<br/>
 
<div style=""width: 100%; border-top: #c8c8c8 1px solid""></div>
 <br/>
 
<table align=""center"" border=""0"" width=""100%"">
<tbody>
<tr>
<td style=""text-align: justify"" valign=""middle"">
<div style=""text-align: left;"">
<h2>Performances pour les professionnels</h2>
</div>
<div><br/>
			Taillé pour la performance, l'ordinateur portable LDLC Saturne QD4 bénéficie notamment d'un puissant processeur Intel Core i7-8750H et d'une <strong>puce graphique professionnelle NVIDIA Quadro P4200 (Max-Q)</strong> avec 8 Go de mémoire dédiée.<br/>
<br/>
			Grâce à ses connecteurs DisplayPort et HDMI, le Saturne QD4 permet de connecter <strong>jusqu'à 3 écrans externes</strong>, vous permettant ainsi de travailler en multi-tâches plus efficacement et plus confortablement.</div>
</td>
<td style=""text-align: center"" width=""440""><img alt="""" border=""0"" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/saturne_qd3/01.jpg""/></td>
</tr>
</tbody>
</table>
 <br/>
 
<div style=""width: 100%; border-top: #c8c8c8 1px solid""></div>
 <br/>
 
<table align=""center"" border=""0"" width=""100%"">
<tbody>
<tr>
<td style=""text-align: center"" width=""440""><img alt="""" border=""0"" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/saturne_qd3/02.jpg""/></td>
<td style=""text-align: justify"" valign=""middle"">
<div style=""text-align: left;"">
<h2>Gagnez en confort de travail</h2>
</div>
<div><br/>
			Grâce à son<strong> écran mat </strong>de 15.6 pouces avec dalle Wide View et <strong>résolution Ultra HD (3840 x 2160)</strong>, le PC portable LDLC Saturne QD4 offre une image précise et riche en détails. Avec des angles de vision larges, profitez aussi de couleurs homogènes sur toute la surface de l'écran, quelle que soit votre position devant ce dernier.<br/>
<br/>
			Pour votre confort, le Saturne QD4 est également équipé d'un clavier complet à <strong>touches rétroéclairées (coloris blanc)</strong>. L'idéal pour profiter d'un bon confort de frappe à toute heure de la journée, dans des environnement à faible ou forte luminosité.</div>
</td>
</tr>
</tbody>
</table>
 <br/>
 
<div style=""width: 100%; border-top: #c8c8c8 1px solid""></div>
 <br/>
 
<h2>Caractéristiques principales :</h2>
 

<ul>
<li>Processeur <strong>Intel Core i7-8750H</strong> (Hexa-Core 2.2 GHz / 4.1 GHz Turbo - 12 Threads - Cache 9 Mo)</li>
<li>32 Go de mémoire DDR4 (2x 16 Go - 2 slots - maximum 64 Go au total)</li>
<li><strong>Ecran mat</strong> de 15.6 pouces avec résolution <strong>Ultra HD (3840 x 2160)</strong> et dalle Wide View</li>
<li>Puce graphique professionnelle <strong>NVIDIA Quadro P4200 (format Max-Q)</strong> avec 8 Go de mémoire dédiée GDDR5</li>
<li><strong>SSD M.2 SATA de 1 To</strong> + disque dur de 2 To (5400 RPM)</li>
<li>NVIDIA Surround View : connectez jusqu'à 3 écrans externes</li>
<li>Communication sans fil Wi-Fi AC + Bluetooth 5.0</li>
<li>3 ports USB 3.0 + 2 ports USB 3.1 Type C</li>
<li>Clavier avec <strong>touches rétroéclairées</strong> (coloris blanc)</li>
<li>Lecteur de cartes mémoire intégré</li>
<li>Batterie offrant <strong>jusqu'à 7 heures d'autonomie</strong> (selon l'utilisation)</li>
<li>Sécurité : puce TPM 2.0</li>
<li>Webcam Full HD 2 Mégapixels</li>
<li>Haut-parleurs intégrés avec technologie Sound Blaster Cinema 5</li>
<li>Adaptateur secteur de 150 Watts</li>
<li><em>Sacoche de transport + antivol à code + kit de nettoyage LDLC fournis</em></li>
<li><strong>Windows 10 Professionnel 64 bits</strong></li>
</ul>
</div>
</div>
<div class=""info-warning"" id=""technical-alert"">
<span class=""icon icon-info""></span>
<span class=""text"">
<strong>Informations fournies par notre service technique</strong>
                    Chaque machine est assemblée et testée par nos soins après enregistrement de la commande. Cette opération nécessite un délai supplémentaire précisé en haut de la fiche produit, sous la disponibilité, qui s'ajoute au délai d'expédition.
               </span>
</div>
</div>
</div>","Gagnez en productivité et en confort de travail avec le PC portable LDLC Saturne QD4 ! Equipé d'un écran Ultra HD et d'une puce graphique professionnelle NVIDIA Quadro P4200 (format Max-Q), il offre d'excellents résultats pour les applications graphiques professionnelles.",True,LD0005278370_2_0005278395,https://media.ldlc.com/r1600/ld/products/00/05/27/83/LD0005278370_2_0005278395.jpg,Désignation,LDLC Saturne QD4-32-H20S10P
,,,,,,LD0005278370_2_0005278395,https://media.ldlc.com/r1600/ld/products/00/05/27/83/LD0005278370_2_0005278395.jpg,Marque,LDLC
,,,,,,LD0005278365_2_0005278391,https://media.ldlc.com/r1600/ld/products/00/05/27/83/LD0005278365_2_0005278391.jpg,Modèle,QD4-32-H20S10P
,,,,,,LD0005278360_2_0005278387,https://media.ldlc.com/r1600/ld/products/00/05/27/83/LD0005278360_2_0005278387.jpg,Système d'exploitation,Windows 10 Professionnel 64 bits
,,,,,,LD0005278355_2_0005278383,https://media.ldlc.com/r1600/ld/products/00/05/27/83/LD0005278355_2_0005278383.jpg,Famille OS,Microsoft Windows 10
,,,,,,,,Langue de l'OS,Français
,,,,,,,,Système d'exploitation fourni,Oui
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Core i7
,,,,,,,,Plateforme (Proc.),Intel Coffee Lake
,,,,,,,,Type de processeur,Intel Core i7-8750H (Hexa-Core 2.2 GHz / 4.1 GHz Turbo - 12 Threads - Cache 9 Mo)
,,,,,,,,Fréquence CPU,2.2GHz
,,,,,,,,Nombre de core,6
,,,,,,,,Taille de la mémoire,32Go
,,,,,,,,Nombre de barrettes,2
,,,,,,,,Nombre de slots mémoire disponibles,0
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,Fréquence(s) Mémoire,DDR4 2400 MHz
,,,,,,,,Taille de mémoire Max,64Go
,,,,,,,,Chipset graphique,NVIDIA Quadro P4200
,,,,,,,,Taille mémoire vidéo,8Go
,,,,,,,,Type mémoire vidéo,GDDR5
,,,,,,,,Max-Q (Design GPU),Oui
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,15.6pouces
,,,,,,,,Résolution Max,3840 x 2160 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Non
,,,,,,,,VR Ready (réalité virtuelle),Non
,,,,,,,,Taux de rafraîchissement,60 Hz
,,,,,,,,Configuration disque(s),SSD 1 To + HDD 2 To
,,,,,,,,Disque dur,SSD 1 To
,,,,,,,,Disque secondaire,HDD 2 To
,,,,,,,,Type de Disque,HDD (Hard Disk Drive)
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Vitesse de rotation,5400RPM
,,,,,,,,Interface du disque dur,M.2 - PCI-E 3.0 4x + SATA 6 Gb/s
,,,,,,,,Interface du disque dur,Serial ATA 6Gb/s (SATA Revision 3)
,,,,,,,,Nombre de disques,2
,,,,,,,,Nombre de disques max,2
,,,,,,,,Emplacement mSATA/M.2,M.2 (occupé)
,,,,,,,,Lecteur Optique,Aucun
,,,,,,,,Lecteur de cartes,SD (Secure Digital)
,,,,,,,,Lecteur de cartes,Multimedia Card
,,,,,,,,Lecteur de cartes,mini SD
,,,,,,,,Lecteur de cartes,RS MultiMedia Card
,,,,,,,,Lecteur de cartes,SDHC
,,,,,,,,Lecteur de cartes,SDXC
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi AC
,,,,,,,,Technologie Bluetooth,Bluetooth 5.0
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Graphisme
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Oui
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Non
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),Port pour clef Kensington
,,,,,,,,Connecteur(s) disponible(s),Casque (Jack 3.5mm Femelle)
,,,,,,,,Connecteur(s) disponible(s),Micro (Jack3.5mm Femelle)
,,,,,,,,Connecteur(s) disponible(s),RJ45
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),USB 3.1 Type C
,,,,,,,,Connecteur(s) disponible(s),Mini DisplayPort
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,255mm
,,,,,,,,Largeur,380mm
,,,,,,,,Epaisseur,18.6mm
,,,,,,,,Poids,1.98kg
,,,,,,,,Gamme,LDLC Saturne
,,,,,,,,Ultrabook,Non
Acer Aspire 3 A315-35-P9FS,5516.67,https://media.ldlc.com/r374/ld/products/00/05/84/13/LD0005841366_1.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/acer/bint000001041/"" rel=""nofollow"">
<img alt=""Acer"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/190/C000001041.gif""/>
</a>
</div>

<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Mobilité et efficacité à prix abordable</h2>
<section>
<p>Profitez de bonnes performances pour un prix abordable avec le PC portable <strong>Acer Aspire 3 A315-35</strong>. A la fois compact, élégant et efficace, c'est un parfait compagnon mobile. Il sera adapté pour les applications de bureautique, la navigation web et le divertissement multimédia occasionnel. Le PC <strong>Acer Aspire 3 A315-35-P9FS</strong> offre de bonnes performances et un fonctionnement rapide avec son processeur Intel Pentium Quad-Core et son SSD au format M.2 PCIe de 256 Go.  <br/>
 </p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/acer/aspire_3_a315/a315_35/801.jpg""/></span></div>
<div class=""desc-text"">
<h2>Design mince et élégant</h2>
<p>Avec ses dimensions compactes et son poids léger de 1.8 kg, le PC portable Acer Aspire 3 A315 est un excellent compagnon mobile. De plus, il bénéficie d'un design élégant aux finitions soignées.</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>Confort oculaire amélioré</h2>
<p>L'ordinateur portable est idéal pour une utilisation longue durée. Grâce à la technologie ComfyView (Mat), vous travaillez plus longtemps avec un meilleur confort.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/acer/aspire_3_a315/a315_35/802.jpg""/></span></div>
</section>
</div>
</div>
</div>
</div>","Profitez de bonnes performances pour un prix abordable avec le PC portable Acer Aspire 3 A315-35. A la fois compact, élégant et efficace, c'est un parfait compagnon mobile. Il sera adapté pour les applications de bureautique, la navigation web et le divertissement multimédia occasionnel.",True,LD0005841367_1,https://media.ldlc.com/r1600/ld/products/00/05/84/13/LD0005841367_1.jpg,Désignation,Acer Aspire 3 A315-35-P9FS
,,,,,,LD0005841367_1,https://media.ldlc.com/r1600/ld/products/00/05/84/13/LD0005841367_1.jpg,Marque,Acer
,,,,,,LD0005841368_1,https://media.ldlc.com/r1600/ld/products/00/05/84/13/LD0005841368_1.jpg,Modèle,NX.A6LEF.008
,,,,,,LD0005841369_1,https://media.ldlc.com/r1600/ld/products/00/05/84/13/LD0005841369_1.jpg,Système d'exploitation,Windows 10 Famille 64 bits
,,,,,,LD0005841370_1,https://media.ldlc.com/r1600/ld/products/00/05/84/13/LD0005841370_1.jpg,Famille OS,Microsoft Windows 10
,,,,,,,,Langue de l'OS,Français
,,,,,,,,Système d'exploitation fourni,Oui
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Pentium
,,,,,,,,Plateforme (Proc.),Intel Jasper Lake
,,,,,,,,Type de processeur,Intel Pentium Silver N6000 (Quad-Core 1.1 GHz / 3.3 GHz Rafale - Cache 4 Mo)
,,,,,,,,Fréquence CPU,1.1GHz
,,,,,,,,Nombre de core,4
,,,,,,,,Taille de la mémoire,4Go
,,,,,,,,Nombre de barrettes,1
,,,,,,,,Nombre de slots mémoire disponibles,1
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,GPU series,Intel UHD
,,,,,,,,Chipset graphique,Intel UHD Graphics
,,,,,,,,Max-Q (Design GPU),Non
,,,,,,,,RTX Studio,Non
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type de Dalle,Dalle TN
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,15.6pouces
,,,,,,,,Résolution Max,1366 x 768 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Non
,,,,,,,,VR Ready (réalité virtuelle),Non
,,,,,,,,Taux de rafraîchissement,60 Hz
,,,,,,,,Configuration disque(s),SSD 256 Go
,,,,,,,,Disque dur,SSD 256 Go
,,,,,,,,Disque secondaire,Sans disque secondaire
